code,CodeLabel,Ingredients
90033124,"TELMISARTANA+HIDROCLOROTIAZIDA | MICARDIS HCT 80 MG + 12,5 MG COM CT BL AL/AL X 14 | 80 MG | 12,5 MG CT. 2 BL. X 7 CPRS. | BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA",TELMISARTANA+HIDROCLOROTIAZIDA
90033132,"TELMISARTANA+HIDROCLOROTIAZIDA | MICARDIS HCT 80 MG + 12,5 MG COM CT BL AL/AL X 28 | BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA",TELMISARTANA+HIDROCLOROTIAZIDA
90033167,"MELOXICAM | MOVATEC | 15 mg. sol. inj. 5 amps. x 1,5 ml | BOEHRINGER INGELHEIM",MELOXICAM
90033175,MELOXICAM | MOVATEC | 15 mg. 10 cprs. | BOEHRINGER INGELHEIM,MELOXICAM
90033191,"ALGESTONA, ACETOFENIDO DE | PERLUTAN | Sol. inj. 1 amp. x 1 ml | BOEHRINGER INGELHEIM","ALGESTONA, ACETOFENIDO DE"
90033213,DIPIRIDAMOL | PERSANTIN | Inj. 5 amps. 2 ml. | BOEHRINGER INGELHEIM,DIPIRIDAMOL
90033230,DIPIRIDAMOL | PERSANTIN 75 MG DRG CT 2 BL AL PLAS INC X 20 | BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA,DIPIRIDAMOL
90033248,POLIVITAMINICOS | PHARMATON KIDDI | Xpe. fr. vd. x 200 ml + cp. med. | BOEHRINGER INGELHEIM,POLIVITAMINICOS
90033256,"DABIGATRANA, ETEXILATO DE | PRADAXA | 110 mg. bl. 10 caps. dura | BOEHRINGER INGELHEIM","DABIGATRANA, ETEXILATO DE"
90033264,"DABIGATRANA, ETEXILATO DE | PRADAXA | 110 mg. bl. 30 caps. dura | BOEHRINGER INGELHEIM","DABIGATRANA, ETEXILATO DE"
90033272,"DABIGATRANA, ETEXILATO DE | PRADAXA | 75 mg. bl. 10 caps. dura | BOEHRINGER INGELHEIM","DABIGATRANA, ETEXILATO DE"
90033280,"DABIGATRANA, ETEXILATO DE | PRADAXA | 75 mg. bl. 30 caps. dura | BOEHRINGER INGELHEIM","DABIGATRANA, ETEXILATO DE"
90033310,"CLORIDRATO DE TANSULOSINA | SECOTEX 0,4 MG COM REV CT BL AL/AL X 20 | BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA",CLORIDRATO DE TANSULOSINA
90033329,"TAMSULOSINA, CLORIDRATO DE | SECOTEX | 0,4 mg. bl. 30 cprs. rev. | BOEHRINGER INGELHEIM","TAMSULOSINA, CLORIDRATO DE"
90033337,"PRAMIPEXOL, DICLORIDRATO DE | SIFROL | 0,125 mg. 30 cprs. | BOEHRINGER INGELHEIM","PRAMIPEXOL, DICLORIDRATO DE"
90033345,"PRAMIPEXOL, DICLORIDRATO DE | SIFROL | 0,25 mg. 30 cprs. | BOEHRINGER INGELHEIM","PRAMIPEXOL, DICLORIDRATO DE"
90033353,"DICLORIDRATO DE PRAMIPEXOL | SIFROL ER 0,375 MG COM LIB PROL CT BL AL/AL X 10 | BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA",DICLORIDRATO DE PRAMIPEXOL
90033361,"PRAMIPEXOL, DICLORIDRATO DE | SIFROL ER | 0,375 mg. bl. 30 cprs. lib. prol. | BOEHRINGER INGELHEIM","PRAMIPEXOL, DICLORIDRATO DE"
90033370,"DICLORIDRATO DE PRAMIPEXOL | SIFROL ER 0,75 MG COM LIB PROL CT BL AL/AL X 10 | BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA",DICLORIDRATO DE PRAMIPEXOL
90033388,"PRAMIPEXOL, DICLORIDRATO DE | SIFROL ER | 0,75 mg. bl. 30 cprs. lib. prol. | BOEHRINGER INGELHEIM","PRAMIPEXOL, DICLORIDRATO DE"
90033400,"PRAMIPEXOL, DICLORIDRATO DE | SIFROL ER | 1,5 mg. bl. 30 cprs. lib. prol. | BOEHRINGER INGELHEIM","PRAMIPEXOL, DICLORIDRATO DE"
90033418,"PRAMIPEXOL, DICLORIDRATO DE | SIFROL | 1,00 mg. 30 cprs. | BOEHRINGER INGELHEIM","PRAMIPEXOL, DICLORIDRATO DE"
90033434,"PRAMIPEXOL, DICLORIDRATO DE | SIFROL ER | 3 mg. bl. 30 cprs. lib. prol. | BOEHRINGER INGELHEIM","PRAMIPEXOL, DICLORIDRATO DE"
90033493,"TIOTROPIO, BROMETO DE | SPIRIVA RESPIMAT | 2,5 mcg dose sol. inal. ct. fr. plast. 4 ml (60 doses) + respimat | BOEHRINGER INGELHEIM","TIOTROPIO, BROMETO DE"
90033515,NEVIRAPINA | VIRAMUNE 50MG/5ML SUS OR CT FR PLAS OPC X 240ML+SER DOSAD+ ADAPT | BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA,NEVIRAPINA
90033523,ACETILCISTEINA | ACETILCISTEINA 20 MG/ML XPE CT FR VD AMB X 100 ML + CP MED | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,ACETILCISTEINA
90033582,AMOXICILINA | AMOXICILINA 500 MG CAP GEL DURA CT BL AL PLAS INC X 21 | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,AMOXICILINA
90033639,"CEFALEXINA, CLORIDRATO DE | CEFALEXINA - GENERICO | 500 mg. 1 bl. x 8 cprs. rev. | NEO QUIMICA","CEFALEXINA, CLORIDRATO DE"
90033680,CIPROFIBRATO | CIPROFIBRATO 100 MG COM CT BL AL PLAS INC X 30 | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,CIPROFIBRATO
90033710,"CICLOBENZAPRINA, CLORIDRATO DE | CLORIDRATO DE CICLOBENZAPRINA - GENERICO | 10 mg. bl. 30 cprs. | NEO QUIMICA","CICLOBENZAPRINA, CLORIDRATO DE"
90033728,"CICLOBENZAPRINA, CLORIDRATO DE | CLORIDRATO DE CICLOBENZAPRINA - GENERICO | 5 mg. bl. 30 cprs. | NEO QUIMICA","CICLOBENZAPRINA, CLORIDRATO DE"
90033736,CLORIDRATO DE FEXOFENADINA | CLORIDRATO DE FEXOFENADINA 120 MG COM REV CT 1 BL AL PLAS OPC X 10 | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,CLORIDRATO DE FEXOFENADINA
90033744,CLORIDRATO DE FEXOFENADINA | CLORIDRATO DE FEXOFENADINA 180 MG COM REV CT 1 BL AL PLAS OPC X 10 | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,CLORIDRATO DE FEXOFENADINA
90033752,CLORIDRATO DE HIDROXIZINA | CLORIDRATO DE HIDROXIZINA 2 MG/ML SOL OR CT FR PLAS AMB X 100 ML + SER DOSAD | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,CLORIDRATO DE HIDROXIZINA
90033760,CLORIDRATO DE METFORMINA | CLORIDRATO DE METFORMINA 500 MG COM REV CT BL AL PLAS INC X 30 | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,CLORIDRATO DE METFORMINA
90033779,CLORIDRATO DE METFORMINA | CLORIDRATO DE METFORMINA 850 MG COM REV CT BL AL PLAS INC X 30 | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,CLORIDRATO DE METFORMINA
90033795,CLORIDRATO DE PAROXETINA | CLORIDRATO DE PAROXETINA 20 MG COM REV CT BL AL PLAS INC X 30 | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,CLORIDRATO DE PAROXETINA
90033833,"DICLOFENACO DIETILAMONIO | DICLOFENACO DIETILAMONIO 11,6 MG/G GEL CT BG AL X 60 G | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A",DICLOFENACO DIETILAMONIO
90033850,DICLOFENACO POTASSICO | DICLOFENACO POTASSICO 50 MG DRG CT  STR AL/AL X 20 | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,DICLOFENACO POTASSICO
90033884,DIPROPIONATO DE BETAMETASONA+FOSFATO DISSODICO DE BETAMETASONA | DIPROPIONATO DE BETAMETASONA + FOSFATO DISSODICO DE BETAMETASONA 5MG/ML+ 2MG/ML SUSP INJ CT 1 AMP VD INC X 1 ML | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,DIPROPIONATO DE BETAMETASONA+FOSFATO DISSODICO DE BETAMETASONA
90033922,ITRACONAZOL | ITRACONAZOL 100 MG CAP GEL DURA CT BL AL PLAS INC X 15 | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,ITRACONAZOL
90033930,ITRACONAZOL | ITRACONAZOL 100 MG CAP GEL DURA CT BL AL PLAS INC X 4 | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,ITRACONAZOL
90033990,"MALEATO DE DEXCLORFENIRAMINA+BETAMETASONA | MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA 0,4 MG/ML + 0,05 MG/ML XPE CT FR PLAS AMB X 120 ML + CP DOS | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A",MALEATO DE DEXCLORFENIRAMINA+BETAMETASONA
90034007,"MALEATO DE DEXCLORFENIRAMINA | MALEATO DE DEXCLORFENIRAMINA 0,40 MG/ML SOL OR CT FR VD AMB X 120 ML + DOSADOR | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A",MALEATO DE DEXCLORFENIRAMINA
90034015,MALEATO DE DEXCLORFENIRAMINA | MALEATO DE DEXCLORFENIRAMINA 2 MG COM CT BL AL PLAS INC X 20 | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,MALEATO DE DEXCLORFENIRAMINA
90034031,NIMESULIDA | NIMESULIDA 100 MG COM CT BL AL PLAS INC X 12 | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,NIMESULIDA
90034058,NORFLOXACINO | NORFLOXACINO 400 MG COM REV CT BL AL PLAS INC X 14 | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,NORFLOXACINO
90034147,CLORIDRATO DE BUTENAFINA | TEFIN 10 MG/G CREM DERM CT BG AL X 20 G | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,CLORIDRATO DE BUTENAFINA
90034155,VALERATO DE BETAMETASONA+SULFATO DE GENTAMICINA+TOLNAFTATO+CLIOQUINOL | VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL 0.5 MG/G + 1 MG/G + 10 MG/G +10 MG/G CREM DERM CT BG AL X 20 G | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,VALERATO DE BETAMETASONA+SULFATO DE GENTAMICINA+TOLNAFTATO+CLIOQUINOL
90034163,VALERATO DE BETAMETASONA+SULFATO DE GENTAMICINA+TOLNAFTATO+CLIOQUINOL | VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL 0.5 MG/G + 1 MG/G + 10 MG/G + 10 MG/G POM DERM CT BG AL X 20 G | BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A,VALERATO DE BETAMETASONA+SULFATO DE GENTAMICINA+TOLNAFTATO+CLIOQUINOL
90034520,PARACETAMOL+MALEATO DE CLORFENIRAMINA+CLORIDRATO DE FENILEFRINA | GRIPALCE 400 MG + 4 MG + 4 MG CAP GEL DURA CT BL AL PLAS INC X 200 (EMB MULTIPLA) | BRASTERAPICA INDUSTRIA FARMACEUTICA LTDA ,PARACETAMOL+MALEATO DE CLORFENIRAMINA+CLORIDRATO DE FENILEFRINA
90034597,CLORIDRATO DE CIPROEPTADINA+TIAMINA+RIBOFLAVINA+PIRIDOXINA+ACIDO ASCORBICO+NICOTINAMIDA | PETIVIT-BC XPE CT FR VD AMB X 240 ML | BRASTERAPICA INDUSTRIA FARMACEUTICA LTDA ,CLORIDRATO DE CIPROEPTADINA+TIAMINA+RIBOFLAVINA+PIRIDOXINA+ACIDO ASCORBICO+NICOTINAMIDA
90034872,ARIPIPRAZOL | ABILIFY 10 MG COM CT BL AL/AL X 10 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,ARIPIPRAZOL
90034880,ARIPIPRAZOL | ABILIFY 15 MG COM CT BL AL/AL X 10 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,ARIPIPRAZOL
90034899,ARIPIPRAZOL | ABILIFY 15 MG COM CT BL AL/AL X 30 | 15 MG. CART. 3 BL. X 10 CPRS. | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,ARIPIPRAZOL
90034902,ARIPIPRAZOL | ABILIFY 20 MG COM CT BL AL/AL X 10 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,ARIPIPRAZOL
90034910,ARIPIPRAZOL | ABILIFY 20 MG COM CT BL AL/AL X 30 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,ARIPIPRAZOL
90034929,ARIPIPRAZOL | ABILIFY 30 MG COM CT BL AL/AL X 30 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,ARIPIPRAZOL
90034961,"ENTECAVIR | BARACLUDE | 0,5 mg. fr. plast. x 30 cprs. rev. | B-MS",ENTECAVIR
90034970,ENTECAVIR | BARACLUDE | 1 mg. fr. plast. x 30 cprs. rev. | B-MS,ENTECAVIR
90034988,CARMUSTINA | BECENUN INJET. (Restrito Hosp.) | Cx. 10 fr. amp. c/dil. 100 mg. | B-MS,CARMUSTINA
90035089,CEFADROXILA | CEFAMOX 100 MG/ML PO PREP EXTEMP CT FR PLAS OPC X 100 ML + DOS OR | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,CEFADROXILA
90035100,CEFADROXILA | CEFAMOX | 500 mg. caps cx. c/ 1 bl. x 8 | B-MS,CEFADROXILA
90035151,LOMUSTINA | CITOSTAL | Fr. 5 caps. 10 mg. | B-MS,LOMUSTINA
90035160,LOMUSTINA | CITOSTAL | Fr. 5 caps. 40 mg. | B-MS,LOMUSTINA
90035194,VARFARINA SODICA | COUMADIN | 1 mg. cart. fr. 30 cprs. | B-MS,VARFARINA SODICA
90035208,"VARFARINA SODICA | COUMADIN | 2,5 mg. cart. fr. 30 cprs. | B-MS",VARFARINA SODICA
90035216,VARFARINA SODICA | COUMADIN | 5 mg. cart. fr. 30 cprs. | B-MS,VARFARINA SODICA
90035240,"ACETATO DE FLUDROCORTISONA | FLORINEFE 0,1 MG COM CT FR VD AMB X 100 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",ACETATO DE FLUDROCORTISONA
90035259,HIDROXIUREIA | HYDREA | Fr. 100 caps | B-MS,HIDROXIUREIA
90035267,BISSULFATO DE CLOPIDOGREL | ISCOVER 75 MG COM REV CT BL AL/AL X 28 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,BISSULFATO DE CLOPIDOGREL
90035275,BISSULFATO DE CLOPIDOGREL | ISCOVER 75 MG COM REV CT BL AL/AL X 14 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,BISSULFATO DE CLOPIDOGREL
90035283,MITOTANO | LISODREN | 500 mg. fr. 100 cprs. | B-MS,MITOTANO
90035291,CAPTOPRIL+HIDROCLOROTIAZIDA | LOPRIL-D 50 MG + 25 MG COM CT BL AL/AL X 16 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,CAPTOPRIL+HIDROCLOROTIAZIDA
90035305,CAPTOPRIL+HIDROCLOROTIAZIDA | LOPRIL-D 50 MG + 25 MG COM CT BL AL/AL X 30 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,CAPTOPRIL+HIDROCLOROTIAZIDA
90035313,DIMETICONA | LUFTAL 40 MG COM CT 2 BL AL PLAS INC X 10 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,DIMETICONA
90035321,DIMETICONA | LUFTAL 75 MG ML EMU OR CT FR PLAS OPC GOT X 15 ML | FR. C/15 ML | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,DIMETICONA
90035330,SIMETICONA | LUFTAL 125 MG CAP GEL MOLE CT BL AL PLAS INC X 10 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,SIMETICONA
90035372,"CLORIDRATO DE CEFEPIMA | MAXCEF 1,0 G PO P/ SOL INJ CT 1 FA VD INC + DIL X 3,0 ML | 1 G. 1 FA / S/DIL. | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",CLORIDRATO DE CEFEPIMA
90035380,"CEFEPIMA, CLORIDRATO DE | MAXCEF INJ. | 2 g. 1 FA s/dil. | B-MS","CEFEPIMA, CLORIDRATO DE"
90035402,"MEGESTROL, ACETATO DE | MEGESTAT | 160 mg. fr. 30 cprs. | B-MS","MEGESTROL, ACETATO DE"
90035445,"MITOMICINA | MITOCIN 0,5 MG/ML PO LIOF INJ CT FA VD AMB X 10 ML | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",MITOMICINA
90035534,"GRAMICIDINA+NEOMICINA+NISTATINA+TRIANCINOLONA ACETONIDA | OMCILON-A 1,0 MG/G + 2,5 MG/G + 0,25 MG/G + 100000 UI/G CREM DERM CT 01 BG AL X 10 G (OMCILON A - M) | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",GRAMICIDINA+NEOMICINA+NISTATINA+TRIANCINOLONA ACETONIDA
90035542,"TRIANCINOLONA ACETONIDA+GRAMICIDINA+SULFATO DE NEOMICINA+NISTATINA | OMCILON-A 1,0 MG/G + 2,5 MG/G + 0,25 MG/G + 100000 UI/G POM DERM CT 01 BG AL X 30 G (OMCILON A - M) | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",TRIANCINOLONA ACETONIDA+GRAMICIDINA+SULFATO DE NEOMICINA+NISTATINA
90035550,"TRIANCINOLONA ACETONIDA | OMCILON-A ORABASE 1,0 MG/G PAS CT 01 BG AL X 10 G (OMCILON - A ORABASE) | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",TRIANCINOLONA ACETONIDA
90035569,"SAXAGLIPTINA | ONGLYZA 2,5 MG COM REV CT BL AL/AL X 28 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",SAXAGLIPTINA
90035577,"SAXAGLIPTINA | ONGLYZA 5,0 MG COM REV CT BL AL/AL X 14 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",SAXAGLIPTINA
90035585,"SAXAGLIPTINA | ONGLYZA 5,0 MG COM REV CT BL AL/AL X 28 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",SAXAGLIPTINA
90035593,ABATACEPTE | ORENCIA L (Restrito Hosp.) | Sol. inj. 250 mg. | B-MS,ABATACEPTE
90035631,PRAVASTATINA | PRAVACOL 10 MG COM CT BL AL/ AL X 30 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,PRAVASTATINA
90035640,PRAVASTATINA | PRAVACOL 20 MG COM CT BL AL/AL X 30 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,PRAVASTATINA
90035666,"COLESTIRAMINA | QUESTRAN LIGHT 854,4 MG/G PO OR CT 10 ENV AL POLIET X 4,68 G | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",COLESTIRAMINA
90035674,SULFATO DE ATAZANAVIR | REYATAZ 200 MG CAP CT FR PLAS OPC X 60 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,SULFATO DE ATAZANAVIR
90035682,SULFATO DE ATAZANAVIR | REYATAZ 300 MG CAP CT FR PLAS OPC X 30 | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,SULFATO DE ATAZANAVIR
90035712,"SOTALOL, CLORIDRATO DE | SOTACOR | 120 mg. fr. 30 cprs. | B-MS","SOTALOL, CLORIDRATO DE"
90035720,"SOTALOL, CLORIDRATO DE | SOTACOR | 160 mg. 2 bl. x 10 cprs. | B-MS","SOTALOL, CLORIDRATO DE"
90035739,DASATINIBE | SPRYCEL | 20 mg. cx. 60 cprs. | B-MS,DASATINIBE
90035747,DASATINIBE | SPRYCEL | 50 mg. cx. 60 cprs. | B-MS,DASATINIBE
90035780,PACLITAXEL | TAXOL (Restrito Hosp.) | 100 mg. cx. 1 FA | B-MS,PACLITAXEL
90035801,PACLITAXEL | TAXOL (Restrito Hosp.) | 30 mg. sol. inj. 1 FA | B-MS,PACLITAXEL
90035844,"ETOPOSIDO, FOSFATO DE | VEPESID | 50 mg. fr. 20 caps. | B-MS","ETOPOSIDO, FOSFATO DE"
90035879,TENIPOSIDEO | VUMON 10 MG/ML SOL INJ CT 10 AMP VD INC X 5 ML | 50 MG. INJ. CX. C/10 AMP. X 5 ML (EMB MULT). | BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,TENIPOSIDEO
90035950,HIDROXIDO DE ALUMINIO | ALCALONE PLUS 40 MG/ML + 40 MG/ML + 4 MG/ML SUS OR CT FR VD AMB X 240 ML | LABORATIL FARMACEUTICA LTDA,HIDROXIDO DE ALUMINIO
90035968,DICLORIDRATO DE CETIRIZINA | ALETIR 10 MG COM REV CT BL AL PLAS INC X 6 | LABORATIL FARMACEUTICA LTDA,DICLORIDRATO DE CETIRIZINA
90035976,DICLORIDRATO DE CETIRIZINA | ALETIR 1 MG/ML SOL OR CT FR VD AMB X 75 ML | LABORATIL FARMACEUTICA LTDA,DICLORIDRATO DE CETIRIZINA
90036069,CLORIDRATO DE BUCLIZINA+CISTEINA+CLORIDRATO DE LISINA+CLORIDRATO DE PIRIDOXINA+TRIPTOFANA | APETIL CX 20 COMP | LABORATIL FARMACEUTICA LTDA,CLORIDRATO DE BUCLIZINA+CISTEINA+CLORIDRATO DE LISINA+CLORIDRATO DE PIRIDOXINA+TRIPTOFANA
90036085,"FUMARATO DE CETOTIFENO | ASMIFEN 0,2 MG/ML XPE CT FR VD AMB X 100 ML | LABORATIL FARMACEUTICA LTDA",FUMARATO DE CETOTIFENO
90036093,"FUMARATO DE CETOTIFENO | ASMIFEN 1,0 MG COM CT BL AL PLAS INC X 20 | LABORATIL FARMACEUTICA LTDA",FUMARATO DE CETOTIFENO
90036140,MUPIROCINA | BACTOCIN 20 MG/G CREM DERM CT BG AL X 15 G | LABORATIL FARMACEUTICA LTDA,MUPIROCINA
90036158,CIANOCOBALAMINA | BEDOZIL 500 MCG/ML SOL INJ CT 10 AMP VD INC X 2 ML | LABORATIL FARMACEUTICA LTDA,CIANOCOBALAMINA
90036166,CIANOCOBALAMINA | BEDOZIL 500 MCG/ML SOL INJ CX 50 AMP VD INC X 2 ML | LABORATIL FARMACEUTICA LTDA,CIANOCOBALAMINA
90036190,FRUTOSE+ACIDO ASCORBICO+RIBOFLAVINA+PIRIDOXINA+NICOTINAMIDA | BIOFRUCTOSE SOL INJ CX CT 100 AMP X 10 ML | LABORATIL FARMACEUTICA LTDA,FRUTOSE+ACIDO ASCORBICO+RIBOFLAVINA+PIRIDOXINA+NICOTINAMIDA
90036204,FRUTOSE+ACIDO ASCORBICO+RIBOFLAVINA+PIRIDOXINA+NICOTINAMIDA | BIOFRUCTOSE SOL INJ CX CT 3 AMP X 10 ML | LABORATIL FARMACEUTICA LTDA,FRUTOSE+ACIDO ASCORBICO+RIBOFLAVINA+PIRIDOXINA+NICOTINAMIDA
90036212,FRUTOSE+ACIDO ASCORBICO+RIBOFLAVINA+PIRIDOXINA+NICOTINAMIDA | BIOFRUCTOSE SOL INJ CX CT 3 AMP X 20 ML | LABORATIL FARMACEUTICA LTDA,FRUTOSE+ACIDO ASCORBICO+RIBOFLAVINA+PIRIDOXINA+NICOTINAMIDA
90036239,BUTILBROMETO DE ESCOPOLAMINA+DIPIRONA SODICA | BUSCOVERAN COMPOSTO 10 MG + 250 MG DRG CT BL AL PLAS INC X 20 | LABORATIL FARMACEUTICA LTDA,BUTILBROMETO DE ESCOPOLAMINA+DIPIRONA SODICA
90036247,"BUTILBROMETO DE ESCOPOLAMINA+DIPIRONA SODICA | BUSCOVERAN COMPOSTO 6,67 MG/ML + 333,4 MG/ML SOL OR CT FR VD AMB X 20 ML | LABORATIL FARMACEUTICA LTDA",BUTILBROMETO DE ESCOPOLAMINA+DIPIRONA SODICA
90036328,CLORIDRATO DE AMBROXOL | CLORIDRATO DE AMBROXOL 3 MG/ML XPE CT FR VD AMB X 120 ML + CP MED | LABORATIL FARMACEUTICA LTDA,CLORIDRATO DE AMBROXOL
90036336,CLORIDRATO DE AMBROXOL | CLORIDRATO DE AMBROXOL 6 MG/ML XPE CT FR VD AMB X 120 ML + CP MED | LABORATIL FARMACEUTICA LTDA,CLORIDRATO DE AMBROXOL
90036387,"DELTAMETRINA | DEOTRIN 0,20 MG/ML LOC CT FR PLAS OPC X 100 ML | LABORATIL FARMACEUTICA LTDA",DELTAMETRINA
90036395,"DELTAMETRINA | DEOTRIN 0,20 MG/ML SHAMP CT FR PLAS OPC X 100 ML | LABORATIL FARMACEUTICA LTDA",DELTAMETRINA
90036417,ACIDO BENZOICO+ACIDO SALICILICO+IODO | DERMICON 20 MG+20 MG+25 MG SOL TOP CT FR VD AMB X 60 ML | LABORATIL FARMACEUTICA LTDA,ACIDO BENZOICO+ACIDO SALICILICO+IODO
90036468,"DEXAMETASONA | DEXAZONA 0,5 MG COM CT BL AL PLAS INC X 10 | LABORATIL FARMACEUTICA LTDA",DEXAMETASONA
90036476,"DEXAMETASONA | DEXAZONA 0,1MG/ML ELIX CT FR VD AMB X 100 ML | LABORATIL FARMACEUTICA LTDA",DEXAMETASONA
90036492,"DEXAMETASONA+SULFATO DE NEOMICINA | DEXAZONA 1MG/ML + 3,5MG/ML SOL OFT CT FR PLAS CGT X 5ML | LABORATIL FARMACEUTICA LTDA",DEXAMETASONA+SULFATO DE NEOMICINA
90036506,DEXAMETASONA+SULFATO DE NEOMICINA | DEXAZONA 1MG/G + 5MG/G CREM CT BG AL X 15G | LABORATIL FARMACEUTICA LTDA,DEXAMETASONA+SULFATO DE NEOMICINA
90036514,DIPIRONA SODICA | DIPIRONA SODICA 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML | LABORATIL FARMACEUTICA LTDA,DIPIRONA SODICA
90036522,DIPIRONA SODICA | DIPIRONA SODICA 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML | LABORATIL FARMACEUTICA LTDA,DIPIRONA SODICA
90036549,DIPIRONA SODICA+CAFEINA+ISOMETEPTENO | DORIDINA 30 MG + 300 MG + 30 MG DRG CT 2 BL AL PLAS INC X 10 | LABORATIL FARMACEUTICA LTDA,DIPIRONA SODICA+CAFEINA+ISOMETEPTENO
90036590,NIMESULIDA | FASULIDE 100 MG COM CT BL AL PLAS INC X 12 | LABORATIL FARMACEUTICA LTDA,NIMESULIDA
90036620,NIMESULIDA | FASULIDE 2 PCC GEL CT BG AL X 40 G | LABORATIL FARMACEUTICA LTDA,NIMESULIDA
90036638,ORFENADRINA+DIPIRONA SODICA+CAFEINA | FLEXDOR 35 MG + 300 MG + 50 MG COM CT 10 STR AL X 10 | LABORATIL FARMACEUTICA LTDA,ORFENADRINA+DIPIRONA SODICA+CAFEINA
90036646,ORFENADRINA+DIPIRONA SODICA+CAFEINA | FLEXDOR 35 MG + 300 MG + 50 MG COM CT STR AL X 8 | LABORATIL FARMACEUTICA LTDA,ORFENADRINA+DIPIRONA SODICA+CAFEINA
90036654,ORFENADRINA+DIPIRONA SODICA+CAFEINA | FLEXDOR 35 MG/ML + 300 MG/ML + 50 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML | LABORATIL FARMACEUTICA LTDA,ORFENADRINA+DIPIRONA SODICA+CAFEINA
