code,CodeLabel,Ingredients
B05CB10,combinations ,combinations 
B05CX,Other irrigating solutions ,Other irrigating solutions 
B05CX01,glucose ,glucose 
B05CX02,sorbitol ,sorbitol 
B05CX03,glycine ,glycine 
B05CX04,mannitol ,mannitol 
B05CX10,combinations ,combinations 
B05D,PERITONEAL DIALYTICS ,PERITONEAL DIALYTICS 
B05DA,Isotonic solutions ,Isotonic solutions 
B05DB,Hypertonic solutions ,Hypertonic solutions 
B05X,I.V. SOLUTION ADDITIVES ,I.V. SOLUTION ADDITIVES 
B05XA,Electrolyte solutions ,Electrolyte solutions 
B05XA01,potassium chloride ,potassium chloride 
B05XA02,sodium bicarbonate ,sodium bicarbonate 
B05XA03,sodium chloride ,sodium chloride 
B05XA04,ammonium chloride ,ammonium chloride 
B05XA05,magnesium sulfate ,magnesium sulfate 
B05XA06,"potassium phosphate, incl. combinations with other potassium salts ","potassium phosphate, incl. combinations with other potassium salts "
B05XA07,calcium chloride ,calcium chloride 
B05XA08,sodium acetate ,sodium acetate 
B05XA09,sodium phosphate ,sodium phosphate 
B05XA10,magnesium phosphate ,magnesium phosphate 
B05XA11,magnesium chloride ,magnesium chloride 
B05XA12,zinc chloride ,zinc chloride 
B05XA13,hydrochloric acid ,hydrochloric acid 
B05XA14,sodium glycerophosphate ,sodium glycerophosphate 
B05XA15,potassium lactate ,potassium lactate 
B05XA16,cardioplegia solutions ,cardioplegia solutions 
B05XA17,potassium acetate ,potassium acetate 
B05XA30,combinations of electrolytes ,combinations of electrolytes 
B05XA31,electrolytes in combination with other drugs ,electrolytes in combination with other drugs 
B05XB,Amino acids ,Amino acids 
B05XB01,arginine hydrochloride ,arginine hydrochloride 
B05XB02,alanyl glutamine ,alanyl glutamine 
B05XB03,lysine ,lysine 
B05XC,Vitamins ,Vitamins 
B05XX,Other i.v. solution additives ,Other i.v. solution additives 
B05XX02,trometamol ,trometamol 
B05Z,HEMODIALYTICS AND HEMOFILTRATES ,HEMODIALYTICS AND HEMOFILTRATES 
B05ZA,"Hemodialytics, concentrates ","Hemodialytics, concentrates "
B05ZB,Hemofiltrates ,Hemofiltrates 
B06,OTHER HEMATOLOGICAL AGENTS ,OTHER HEMATOLOGICAL AGENTS 
B06A,OTHER HEMATOLOGICAL AGENTS ,OTHER HEMATOLOGICAL AGENTS 
B06AA,Enzymes ,Enzymes 
B06AA02,fibrinolysin and desoxyribonuclease ,fibrinolysin and desoxyribonuclease 
B06AA03,hyaluronidase ,hyaluronidase 
B06AA04,chymotrypsin ,chymotrypsin 
B06AA07,trypsin ,trypsin 
B06AA10,desoxyribonuclease ,desoxyribonuclease 
B06AA55,"streptokinase, combinations ","streptokinase, combinations "
B06AB,Other hem products ,Other hem products 
B06AB01,hematin ,hematin 
B06AC,Drugs used in hereditary angioedema ,Drugs used in hereditary angioedema 
B06AC01,"c1-inhibitor, plasma derived | 1.4TU | Powder","c1-inhibitor, plasma derived"
B06AC02,icatibant | 30mg | Powder,icatibant
B06AC03,ecallantide ,ecallantide 
B06AC04,conestat alfa | 3.5TU | Powder,conestat alfa
B06AC05,lanadelumab ,lanadelumab 
C,CARDIOVASCULAR SYSTEM ,CARDIOVASCULAR SYSTEM 
C01,CARDIAC THERAPY ,CARDIAC THERAPY 
C01A,CARDIAC GLYCOSIDES ,CARDIAC GLYCOSIDES 
C01AA,Digitalis glycosides ,Digitalis glycosides 
C01AA01,acetyldigitoxin | 0.2mg | Oral,acetyldigitoxin
C01AA02,acetyldigoxin | 0.5mg | Oral,acetyldigoxin
C01AA03,digitalis leaves | 0.1g | Oral,digitalis leaves
C01AA04,digitoxin | 0.1mg | Oral,digitoxin
C01AA05,digoxin | 0.25mg | Oral,digoxin
C01AA06,lanatoside C | 1mg | Oral,lanatoside C
C01AA07,deslanoside | 1mg | Powder,deslanoside
C01AA08,metildigoxin | 0.2mg | Oral,metildigoxin
C01AA09,gitoformate ,gitoformate 
C01AA52,"acetyldigoxin, combinations ","acetyldigoxin, combinations "
C01AB,Scilla glycosides ,Scilla glycosides 
C01AB01,proscillaridin | 0.75mg | Oral,proscillaridin
C01AB51,"proscillaridin, combinations ","proscillaridin, combinations "
C01AC,Strophanthus glycosides ,Strophanthus glycosides 
C01AC01,g-strophanthin | 0.25mg | Powder,g-strophanthin
C01AC03,cymarin | 2.5mg | Oral,cymarin
C01AX,Other cardiac glycosides ,Other cardiac glycosides 
C01AX02,peruvoside ,peruvoside 
C01B,"ANTIARRHYTHMICS, CLASS I AND III ","ANTIARRHYTHMICS, CLASS I AND III "
C01BA,"Antiarrhythmics, class Ia ","Antiarrhythmics, class Ia "
C01BA01,quinidine | 1.2g | Oral,quinidine
C01BA02,procainamide | 3g | Oral,procainamide
C01BA03,disopyramide | 0.4g | Oral,disopyramide
C01BA04,sparteine | 0.2g | Powder,sparteine
C01BA05,ajmaline | 0.3g | Oral,ajmaline
C01BA08,prajmaline | 30mg | Oral,prajmaline
C01BA12,lorajmine | 0.3g | Oral,lorajmine
C01BA13,hydroquinidine ,hydroquinidine 
C01BA51,"quinidine, combinations excl. psycholeptics ","quinidine, combinations excl. psycholeptics "
C01BA71,"quinidine, combinations with psycholeptics ","quinidine, combinations with psycholeptics "
C01BB,"Antiarrhythmics, class Ib ","Antiarrhythmics, class Ib "
C01BB01,lidocaine | 3g | Powder,lidocaine
C01BB02,mexiletine | 0.8g | Oral,mexiletine
C01BB03,tocainide | 1.2g | Oral,tocainide
C01BB04,aprindine | 0.1g | Oral,aprindine
C01BC,"Antiarrhythmics, class Ic ","Antiarrhythmics, class Ic "
C01BC03,propafenone | 0.3g | Oral,propafenone
C01BC04,flecainide | 0.2g | Oral,flecainide
C01BC07,lorcainide | 0.2g | Powder,lorcainide
C01BC08,encainide | 0.1g | Oral,encainide
C01BC09,ethacizine ,ethacizine 
C01BD,"Antiarrhythmics, class III ","Antiarrhythmics, class III "
C01BD01,amiodarone | 0.2g | Oral,amiodarone
C01BD02,bretylium tosilate ,bretylium tosilate 
C01BD03,bunaftine ,bunaftine 
C01BD04,dofetilide ,dofetilide 
C01BD05,ibutilide | 1mg | Powder,ibutilide
C01BD06,tedisamil ,tedisamil 
C01BD07,dronedarone | 0.8g | Oral,dronedarone
C01BG,"Other antiarrhythmics, class I and III ","Other antiarrhythmics, class I and III "
C01BG01,moracizine | 0.75g | Oral,moracizine
C01BG07,cibenzoline ,cibenzoline 
C01BG11,vernakalant | 0.2g | Powder,vernakalant
C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES ,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES 
C01CA,Adrenergic and dopaminergic agents ,Adrenergic and dopaminergic agents 
C01CA01,etilefrine | 50mg | Oral,etilefrine
C01CA02,isoprenaline | 90mg | Oral,isoprenaline
C01CA03,norepinephrine | 6mg | Powder,norepinephrine
C01CA04,dopamine | 0.5g | Powder,dopamine
C01CA05,norfenefrine | 25mg | Oral,norfenefrine
C01CA06,phenylephrine | 4mg | Powder,phenylephrine
C01CA07,dobutamine | 0.5g | Powder,dobutamine
C01CA08,oxedrine | 0.2g | Oral,oxedrine
C01CA09,metaraminol | 50mg | Powder,metaraminol
C01CA10,methoxamine | 30mg | Powder,methoxamine
C01CA11,mephentermine | 30mg | Powder,mephentermine
C01CA12,dimetofrine ,dimetofrine 
C01CA13,prenalterol | 10mg | Powder,prenalterol
C01CA14,dopexamine | 0.5g | Powder,dopexamine
C01CA15,gepefrine | 30mg | Oral,gepefrine
C01CA16,ibopamine | 0.3g | Oral,ibopamine
C01CA17,midodrine | 30mg | Oral,midodrine
C01CA18,octopamine ,octopamine 
C01CA19,fenoldopam ,fenoldopam 
C01CA21,cafedrine ,cafedrine 
C01CA22,arbutamine ,arbutamine 
C01CA23,theodrenaline ,theodrenaline 
C01CA24,epinephrine | 0.5mg | Powder,epinephrine
C01CA25,amezinium metilsulfate | 30mg | Oral,amezinium metilsulfate
C01CA26,ephedrine | 50mg | Powder,ephedrine
C01CA27,droxidopa  | 1g | Oral,droxidopa 
C01CA30,combinations ,combinations 
C01CA51,"etilefrine, combinations ","etilefrine, combinations "
C01CE,Phosphodiesterase inhibitors ,Phosphodiesterase inhibitors 
C01CE01,amrinone | 0.5g | Powder,amrinone
C01CE02,milrinone | 50mg | Powder,milrinone
C01CE03,enoximone | 1g | Powder,enoximone
C01CE04,bucladesine ,bucladesine 
C01CX,Other cardiac stimulants ,Other cardiac stimulants 
C01CX06,angiotensinamide | 5mg | Powder,angiotensinamide
C01CX07,xamoterol | 0.4g | Oral,xamoterol
C01CX08,levosimendan | 11mg | Powder,levosimendan
C01CX09,angiotensin II ,angiotensin II 
C01D,VASODILATORS USED IN CARDIAC DISEASES ,VASODILATORS USED IN CARDIAC DISEASES 
C01DA,Organic nitrates ,Organic nitrates 
C01DA02,glyceryl trinitrate | 5mg | Oral,glyceryl trinitrate
C01DA04,methylpropylpropanediol dinitrate ,methylpropylpropanediol dinitrate 
C01DA05,pentaerithrityl tetranitrate | 0.12g | Oral,pentaerithrityl tetranitrate
C01DA07,propatylnitrate | 30mg | Oral,propatylnitrate
C01DA08,isosorbide dinitrate | 60mg | Oral,isosorbide dinitrate
C01DA09,trolnitrate | 20mg | Oral,trolnitrate
C01DA13,eritrityl tetranitrate | 90mg | Oral,eritrityl tetranitrate
C01DA14,isosorbide mononitrate | 40mg | Oral,isosorbide mononitrate
C01DA20,organic nitrates in combination ,organic nitrates in combination 
C01DA38,tenitramine ,tenitramine 
C01DA52,"glyceryl trinitrate, combinations ","glyceryl trinitrate, combinations "
C01DA54,"methylpropylpropanediol dinitrate, combinations ","methylpropylpropanediol dinitrate, combinations "
C01DA55,"pentaerithrityl tetranitrate, combinations ","pentaerithrityl tetranitrate, combinations "
C01DA57,"propatylnitrate, combinations ","propatylnitrate, combinations "
C01DA58,"isosorbide dinitrate, combinations ","isosorbide dinitrate, combinations "
C01DA59,"trolnitrate, combinations ","trolnitrate, combinations "
C01DA63,"eritrityl tetranitrate, combinations ","eritrityl tetranitrate, combinations "
C01DA70,organic nitrates in combination with psycholeptics ,organic nitrates in combination with psycholeptics 
C01DB,Quinolone vasodilators ,Quinolone vasodilators 
C01DB01,flosequinan ,flosequinan 
C01DX,Other vasodilators used in cardiac diseases ,Other vasodilators used in cardiac diseases 
C01DX01,itramin tosilate ,itramin tosilate 
C01DX02,prenylamine | 0.12g | Oral,prenylamine
C01DX03,oxyfedrine | 40mg | Oral,oxyfedrine
C01DX04,benziodarone | 0.25g | Oral,benziodarone
C01DX05,carbocromen ,carbocromen 
C01DX06,hexobendine ,hexobendine 
C01DX07,etafenone | 0.225g | Oral,etafenone
C01DX08,heptaminol | 0.45g | Oral,heptaminol
C01DX09,imolamine | 90mg | Oral,imolamine
C01DX10,dilazep | 0.1g | Oral,dilazep
C01DX11,trapidil ,trapidil 
C01DX12,molsidomine ,molsidomine 
C01DX13,efloxate | 0.2g | Oral,efloxate
C01DX14,cinepazet | 0.9g | Oral,cinepazet
C01DX15,cloridarol ,cloridarol 
C01DX16,nicorandil | 40mg | Oral,nicorandil
C01DX18,linsidomine ,linsidomine 
C01DX19,nesiritide | 1.5mg | Powder,nesiritide
C01DX21,serelaxin ,serelaxin 
C01DX51,"itramin tosilate, combinations ","itramin tosilate, combinations "
C01DX52,"prenylamine, combinations ","prenylamine, combinations "
C01DX53,"oxyfedrine, combinations ","oxyfedrine, combinations "
C01DX54,"benziodarone, combinations ","benziodarone, combinations "
C01E,OTHER CARDIAC PREPARATIONS ,OTHER CARDIAC PREPARATIONS 
C01EA,Prostaglandins ,Prostaglandins 
C01EA01,alprostadil | 0.5mg | Powder,alprostadil
C01EB,Other cardiac preparations ,Other cardiac preparations 
C01EB02,camphora | 0.15g | Oral,camphora
C01EB03,indometacin ,indometacin 
C01EB04,crataegus glycosides ,crataegus glycosides 
C01EB05,creatinolfosfate ,creatinolfosfate 
C01EB06,fosfocreatine ,fosfocreatine 
C01EB07,"fructose 1,6-diphosphate ","fructose 1,6-diphosphate "
C01EB09,ubidecarenone ,ubidecarenone 
C01EB10,adenosine | 15mg | Powder,adenosine
C01EB11,tiracizine ,tiracizine 
C01EB13,acadesine ,acadesine 
C01EB15,trimetazidine | 40mg | Oral,trimetazidine
C01EB16,ibuprofen | 30mg | Powder,ibuprofen
C01EB17,ivabradine | 10mg | Oral,ivabradine
C01EB18,ranolazine | 1.5g | Oral,ranolazine
C01EB21,regadenoson | 0.4mg | Powder,regadenoson
C01EB22,meldonium ,meldonium 
C01EB23,tiazotic acid ,tiazotic acid 
C01EX,Other cardiac combination products ,Other cardiac combination products 
C02,ANTIHYPERTENSIVES ,ANTIHYPERTENSIVES 
C02A,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING ","ANTIADRENERGIC AGENTS, CENTRALLY ACTING "
C02AA,Rauwolfia alkaloids ,Rauwolfia alkaloids 
C02AA01,rescinnamine ,rescinnamine 
C02AA02,reserpine | 0.5mg | Oral,reserpine
C02AA03,combinations of rauwolfia alkaloids ,combinations of rauwolfia alkaloids 
C02AA04,"rauwolfia alkaloids, whole root ","rauwolfia alkaloids, whole root "
C02AA05,deserpidine ,deserpidine 
C02AA06,methoserpidine ,methoserpidine 
C02AA07,bietaserpine | 15mg | Oral,bietaserpine
C02AA52,"reserpine, combinations ","reserpine, combinations "
C02AA53,"combinations of rauwolfia alkoloids, combinations ","combinations of rauwolfia alkoloids, combinations "
C02AA57,"bietaserpine, combinations ","bietaserpine, combinations "
C02AB,Methyldopa ,Methyldopa 
C02AB01,methyldopa (levorotatory) | 1g | Oral,methyldopa (levorotatory)
C02AB02,methyldopa (racemic) | 2g | Oral,methyldopa (racemic)
C02AC,Imidazoline receptor agonists ,Imidazoline receptor agonists 
C02AC01,clonidine | 0.45mg | Oral,clonidine
C02AC02,guanfacine | 3mg | Oral,guanfacine
C02AC04,tolonidine | 0.75mg | Oral,tolonidine
C02AC05,moxonidine | 0.3mg | Oral,moxonidine
C02AC06,rilmenidine ,rilmenidine 
C02B,"ANTIADRENERGIC AGENTS, GANGLION-BLOCKING ","ANTIADRENERGIC AGENTS, GANGLION-BLOCKING "
C02BA,Sulfonium derivatives ,Sulfonium derivatives 
C02BA01,trimetaphan | 0.25g | Powder,trimetaphan
C02BB,Secondary and tertiary amines ,Secondary and tertiary amines 
C02BB01,mecamylamine ,mecamylamine 
C02BC,Bisquaternary ammonium compounds ,Bisquaternary ammonium compounds 
C02C,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING ","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING "
C02CA,Alpha-adrenoreceptor antagonists ,Alpha-adrenoreceptor antagonists 
C02CA01,prazosin | 5mg | Oral,prazosin
C02CA02,indoramin ,indoramin 
C02CA03,trimazosin | 0.3g | Oral,trimazosin
C02CA04,doxazosin | 4mg | Oral,doxazosin
C02CA06,urapidil | 0.12g | Oral,urapidil
C02CC,Guanidine derivatives ,Guanidine derivatives 
C02CC01,betanidine | 0.1g | Oral,betanidine
C02CC02,guanethidine | 30mg | Oral,guanethidine
C02CC03,guanoxan | 20mg | Oral,guanoxan
C02CC04,debrisoquine | 20mg | Oral,debrisoquine
C02CC05,guanoclor ,guanoclor 
C02CC06,guanazodine ,guanazodine 
C02CC07,guanoxabenz | 25mg | Oral,guanoxabenz
C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON ","ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON "
C02DA,Thiazide derivatives ,Thiazide derivatives 
C02DA01,diazoxide | 0.3g | Powder,diazoxide
C02DB,Hydrazinophthalazine derivatives ,Hydrazinophthalazine derivatives 
C02DB01,dihydralazine | 75mg | Oral,dihydralazine
C02DB02,hydralazine | 0.1g | Oral,hydralazine
C02DB03,endralazine | 10mg | Oral,endralazine
C02DB04,cadralazine | 15mg | Oral,cadralazine
C02DC,Pyrimidine derivatives ,Pyrimidine derivatives 
C02DC01,minoxidil | 20mg | Oral,minoxidil
C02DD,Nitroferricyanide derivatives ,Nitroferricyanide derivatives 
C02DD01,nitroprusside | 50mg | Powder,nitroprusside
C02DG,Guanidine derivatives ,Guanidine derivatives 
C02DG01,pinacidil | 50mg | Oral,pinacidil
C02K,OTHER ANTIHYPERTENSIVES ,OTHER ANTIHYPERTENSIVES 
C02KA,"Alkaloids, excl. rauwolfia ","Alkaloids, excl. rauwolfia "
C02KA01,veratrum ,veratrum 
C02KB,Tyrosine hydroxylase inhibitors ,Tyrosine hydroxylase inhibitors 
C02KB01,metirosine ,metirosine 
C02KC,MAO inhibitors ,MAO inhibitors 
C02KC01,pargyline ,pargyline 
C02KD,Serotonin antagonists ,Serotonin antagonists 
C02KD01,ketanserin | 40mg | Oral,ketanserin
C02KX,Antihypertensives for pulmonary arterial hypertension ,Antihypertensives for pulmonary arterial hypertension 
C02KX01,bosentan | 0.25g | Oral,bosentan
C02KX02,ambrisentan | 7.5mg | Oral,ambrisentan
C02KX03,sitaxentan | 0.1g | Oral,sitaxentan
C02KX04,macitentan | 10mg | Oral,macitentan
C02KX05,riociguat | 4.5mg | Oral,riociguat
C02KX52,ambrisentan and tadalafil ,ambrisentan and tadalafil 
C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION ,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION 
C02LA,Rauwolfia alkaloids and diuretics in combination ,Rauwolfia alkaloids and diuretics in combination 
C02LA01,reserpine and diuretics ,reserpine and diuretics 
C02LA02,rescinnamine and diuretics ,rescinnamine and diuretics 
C02LA03,deserpidine and diuretics ,deserpidine and diuretics 
C02LA04,methoserpidine and diuretics ,methoserpidine and diuretics 
C02LA07,bietaserpine and diuretics ,bietaserpine and diuretics 
C02LA08,"rauwolfia alkaloids, whole root and diuretics ","rauwolfia alkaloids, whole root and diuretics "
C02LA09,syrosingopine and diuretics ,syrosingopine and diuretics 
C02LA50,combination of rauwolfia alkaloids and diuretics incl. other combinations ,combination of rauwolfia alkaloids and diuretics incl. other combinations 
C02LA51,"reserpine and diuretics, combinations with other drugs ","reserpine and diuretics, combinations with other drugs "
C02LA52,"rescinnamine and diuretics, combinations with other drugs ","rescinnamine and diuretics, combinations with other drugs "
C02LA71,"reserpine and diuretics, combinations with psycholeptics ","reserpine and diuretics, combinations with psycholeptics "
C02LB,Methyldopa and diuretics in combination ,Methyldopa and diuretics in combination 
C02LB01,methyldopa (levorotatory) and diuretics ,methyldopa (levorotatory) and diuretics 
C02LC,Imidazoline receptor agonists in combination with diuretics ,Imidazoline receptor agonists in combination with diuretics 
C02LC01,clonidine and diuretics ,clonidine and diuretics 
C02LC05,moxonidine and diuretics ,moxonidine and diuretics 
C02LC51,"clonidine and diuretics, combinations with other drugs ","clonidine and diuretics, combinations with other drugs "
C02LE,Alpha-adrenoreceptor antagonists and diuretics ,Alpha-adrenoreceptor antagonists and diuretics 
C02LE01,prazosin and diuretics ,prazosin and diuretics 
C02LF,Guanidine derivatives and diuretics ,Guanidine derivatives and diuretics 
C02LF01,guanethidine and diuretics ,guanethidine and diuretics 
C02LG,Hydrazinophthalazine derivatives and diuretics ,Hydrazinophthalazine derivatives and diuretics 
C02LG01,dihydralazine and diuretics ,dihydralazine and diuretics 
C02LG02,hydralazine and diuretics ,hydralazine and diuretics 
C02LG03,picodralazine and diuretics ,picodralazine and diuretics 
C02LG51,"dihydralazine and diuretics, combinations with other drugs ","dihydralazine and diuretics, combinations with other drugs "
C02LG73,"picodralazine and diuretics, combinations with psycholeptics ","picodralazine and diuretics, combinations with psycholeptics "
C02LK,"Alkaloids, excl. rauwolfia, in combination with diuretics ","Alkaloids, excl. rauwolfia, in combination with diuretics "
C02LK01,veratrum and diuretics ,veratrum and diuretics 
C02LL,MAO inhibitors and diuretics ,MAO inhibitors and diuretics 
C02LL01,pargyline and diuretics ,pargyline and diuretics 
C02LN,Serotonin antagonists and diuretics ,Serotonin antagonists and diuretics 
C02LX,Other antihypertensives and diuretics ,Other antihypertensives and diuretics 
C02LX01,pinacidil and diuretics ,pinacidil and diuretics 
C02N,COMBINATIONS OF ANTIHYPERTENSIVES IN ATC-GR. C02 ,COMBINATIONS OF ANTIHYPERTENSIVES IN ATC-GR. C02 
C03,DIURETICS ,DIURETICS 
C03A,"LOW-CEILING DIURETICS, THIAZIDES ","LOW-CEILING DIURETICS, THIAZIDES "
C03AA,"Thiazides, plain ","Thiazides, plain "
C03AA01,bendroflumethiazide | 2.5mg | Oral,bendroflumethiazide
C03AA02,hydroflumethiazide | 25mg | Oral,hydroflumethiazide
C03AA03,hydrochlorothiazide | 25mg | Oral,hydrochlorothiazide
C03AA04,chlorothiazide | 0.5g | Oral,chlorothiazide
C03AA05,polythiazide | 1mg | Oral,polythiazide
C03AA06,trichlormethiazide | 4mg | Oral,trichlormethiazide
C03AA07,cyclopenthiazide | 0.5mg | Oral,cyclopenthiazide
C03AA08,methyclothiazide | 5mg | Oral,methyclothiazide
C03AA09,cyclothiazide | 5mg | Oral,cyclothiazide
C03AA13,mebutizide ,mebutizide 
C03AB,Thiazides and potassium in combination ,Thiazides and potassium in combination 
C03AB01,bendroflumethiazide and potassium | 2.5mg | Oral,bendroflumethiazide and potassium
C03AB02,hydroflumethiazide and potassium | 25mg | Oral,hydroflumethiazide and potassium
C03AB03,hydrochlorothiazide and potassium | 25mg | Oral,hydrochlorothiazide and potassium
C03AB04,chlorothiazide and potassium | 0.5g | Oral,chlorothiazide and potassium
C03AB05,polythiazide and potassium | 1mg | Oral,polythiazide and potassium
C03AB06,trichlormethiazide and potassium | 4mg | Oral,trichlormethiazide and potassium
C03AB07,cyclopenthiazide and potassium | 0.5mg | Oral,cyclopenthiazide and potassium
C03AB08,methyclothiazide and potassium | 5mg | Oral,methyclothiazide and potassium
C03AB09,cyclothiazide and potassium | 5mg | Oral,cyclothiazide and potassium
C03AH,"Thiazides, combinations with psycholeptics and/or analgesics ","Thiazides, combinations with psycholeptics and/or analgesics "
C03AH01,"chlorothiazide, combinations ","chlorothiazide, combinations "
C03AH02,"hydroflumethiazide, combinations ","hydroflumethiazide, combinations "
C03AX,"Thiazides, combinations with other drugs ","Thiazides, combinations with other drugs "
C03AX01,"hydrochlorothiazide, combinations ","hydrochlorothiazide, combinations "
C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES ","LOW-CEILING DIURETICS, EXCL. THIAZIDES "
C03BA,"Sulfonamides, plain ","Sulfonamides, plain "
C03BA02,quinethazone | 50mg | Oral,quinethazone
C03BA03,clopamide | 10mg | Oral,clopamide
C03BA04,chlortalidone | 25mg | Oral,chlortalidone
C03BA05,mefruside | 25mg | Oral,mefruside
C03BA07,clofenamide ,clofenamide 
C03BA08,metolazone | 5mg | Oral,metolazone
C03BA09,meticrane ,meticrane 
C03BA10,xipamide | 20mg | Oral,xipamide
C03BA11,indapamide | 2.5mg | Oral,indapamide
C03BA12,clorexolone ,clorexolone 
C03BA13,fenquizone ,fenquizone 
C03BA82,"clorexolone, combinations with psycholeptics ","clorexolone, combinations with psycholeptics "
C03BB,Sulfonamides and potassium in combination ,Sulfonamides and potassium in combination 
C03BB02,quinethazone and potassium | 50mg | Oral,quinethazone and potassium
C03BB03,clopamide and potassium | 10mg | Oral,clopamide and potassium
C03BB04,chlortalidone and potassium | 25mg | Oral,chlortalidone and potassium
C03BB05,mefruside and potassium | 25mg | Oral,mefruside and potassium
C03BB07,clofenamide and potassium ,clofenamide and potassium 
C03BC,Mercurial diuretics ,Mercurial diuretics 
C03BC01,mersalyl ,mersalyl 
C03BD,Xanthine derivatives ,Xanthine derivatives 
C03BD01,theobromine | 4g | Oral,theobromine
C03BK,"Sulfonamides, combinations with other drugs ","Sulfonamides, combinations with other drugs "
C03BX,Other low-ceiling diuretics ,Other low-ceiling diuretics 
C03BX03,cicletanine ,cicletanine 
C03C,HIGH-CEILING DIURETICS ,HIGH-CEILING DIURETICS 
C03CA,"Sulfonamides, plain ","Sulfonamides, plain "
C03CA01,furosemide | 40mg | Oral,furosemide
C03CA02,bumetanide | 1mg | Oral,bumetanide
C03CA03,piretanide ,piretanide 
C03CA04,torasemide | 15mg | Oral,torasemide
C03CB,Sulfonamides and potassium in combination ,Sulfonamides and potassium in combination 
C03CB01,furosemide and potassium | 40mg | Oral,furosemide and potassium
C03CB02,bumetanide and potassium | 1mg | Oral,bumetanide and potassium
C03CC,Aryloxyacetic acid derivatives ,Aryloxyacetic acid derivatives 
C03CC01,etacrynic acid | 50mg | Oral,etacrynic acid
C03CC02,tienilic acid ,tienilic acid 
C03CD,Pyrazolone derivatives ,Pyrazolone derivatives 
C03CD01,muzolimine | 20mg | Oral,muzolimine
C03CX,Other high-ceiling diuretics ,Other high-ceiling diuretics 
C03CX01,etozolin ,etozolin 
C03D,POTASSIUM-SPARING AGENTS ,POTASSIUM-SPARING AGENTS 
C03DA,Aldosterone antagonists ,Aldosterone antagonists 
C03DA01,spironolactone | 75mg | Oral,spironolactone
C03DA02,potassium canrenoate | 0.4g | Powder,potassium canrenoate
C03DA03,canrenone ,canrenone 
C03DA04,eplerenone | 50mg | Oral,eplerenone
C03DB,Other potassium-sparing agents ,Other potassium-sparing agents 
C03DB01,amiloride | 10mg | Oral,amiloride
C03DB02,triamterene | 0.1g | Oral,triamterene
C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION ,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION 
C03EA,Low-ceiling diuretics and potassium-sparing agents ,Low-ceiling diuretics and potassium-sparing agents 
C03EA01,hydrochlorothiazide and potassium-sparing agents ,hydrochlorothiazide and potassium-sparing agents 
C03EA02,trichlormethiazide and potassium-sparing agents ,trichlormethiazide and potassium-sparing agents 
C03EA03,epitizide and potassium-sparing agents ,epitizide and potassium-sparing agents 
C03EA04,altizide and potassium-sparing agents ,altizide and potassium-sparing agents 
C03EA05,mebutizide and potassium-sparing agents ,mebutizide and potassium-sparing agents 
C03EA06,chlortalidone and potassium-sparing agents ,chlortalidone and potassium-sparing agents 
C03EA07,cyclopenthiazide and potassium-sparing agents ,cyclopenthiazide and potassium-sparing agents 
C03EA12,metolazone and potassium-sparing agents ,metolazone and potassium-sparing agents 
C03EA13,bendroflumethiazide and potassium-sparing agents ,bendroflumethiazide and potassium-sparing agents 
C03EA14,butizide and potassium-sparing agents ,butizide and potassium-sparing agents 
C03EB,High-ceiling diuretics and potassium-sparing agents ,High-ceiling diuretics and potassium-sparing agents 
C03EB01,furosemide and potassium-sparing agents ,furosemide and potassium-sparing agents 
C03EB02,bumetanide and potassium-sparing agents ,bumetanide and potassium-sparing agents 
C03X,OTHER DIURETICS ,OTHER DIURETICS 
C03XA,Vasopressin antagonists ,Vasopressin antagonists 
C03XA01,tolvaptan | 30mg | Oral,tolvaptan
C03XA02,conivaptan ,conivaptan 
C04,PERIPHERAL VASODILATORS ,PERIPHERAL VASODILATORS 
C04A,PERIPHERAL VASODILATORS ,PERIPHERAL VASODILATORS 
C04AA,2-amino-1-phenylethanol derivatives ,2-amino-1-phenylethanol derivatives 
C04AA01,isoxsuprine | 60mg | Oral,isoxsuprine
C04AA02,buphenine | 30mg | Oral,buphenine
C04AA31,bamethan | 75mg | Oral,bamethan
C04AB,Imidazoline derivatives ,Imidazoline derivatives 
C04AB01,phentolamine | 10mg | Oral,phentolamine
C04AB02,tolazoline | 75mg | Oral,tolazoline
C04AC,Nicotinic acid and derivatives ,Nicotinic acid and derivatives 
C04AC01,nicotinic acid | 0.2g | Oral,nicotinic acid
C04AC02,nicotinyl alcohol (pyridylcarbinol) | 0.3g | Oral,nicotinyl alcohol (pyridylcarbinol)
C04AC03,inositol nicotinate | 1.2g | Oral,inositol nicotinate
C04AC07,ciclonicate ,ciclonicate 
C04AD,Purine derivatives ,Purine derivatives 
